?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/WBls_0000136>	"The time period encompassing the 25th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000668>	"Microfilaria larvae found subcutaneously"	
<http://purl.obolibrary.org/obo/WBls_0000433>	"The time period encompassing the 322nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/BFO_0000040>	"An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time."@en	
<http://purl.obolibrary.org/obo/WBls_0000487>	"The time period encompassing the 376th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000091>	"Any Brugia developmental stage, including embryo, larva and adult stage."	
<http://purl.obolibrary.org/obo/WBls_0000663>	"In the mosquito, the microfilariae shed sheaths, penetrate the midgut, and migrate to the thoracic muscles were the microfilariae increase in size, molt, and develop into infective larvae (L1 and L3) over a span of 7-21 days."	
<http://purl.obolibrary.org/obo/WBls_0000796>	"Strongyloides infective L3 stage that develops from free-living adult worms as part of a free-living life-cycle."	
<http://purl.obolibrary.org/obo/WBls_0000303>	"The time period encompassing the 192nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000701>	"The time period encompassing the 820th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000167>	"The time period encompassing the 56th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000071>	"The C. elegans life stage spanning ~50 min after first cleavage at 20 Centigrade.  Contains 8 cells."	
<http://purl.obolibrary.org/obo/WBls_0000445>	"The time period encompassing the 334th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000092>	"The whole period of embryogenesis in a roundworm of the genus Brugia, from the formation of an egg until hatching."	
<http://purl.obolibrary.org/obo/WBls_0000712>	"Any developmental stage of a Cestode (tapeworm)."	
<http://purl.obolibrary.org/obo/WBls_0000231>	"The time period encompassing the 120th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000035>	"The third stage larva. At 25 Centigrade, it ranges 32.5-40 hours after fertilization, 18.5-26 hours after hatch."	
<http://purl.obolibrary.org/obo/WBls_0000135>	"The time period encompassing the 24th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000660>	"The time period encompassing the 549th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000317>	"The time period encompassing the 206th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000140>	"The time period encompassing the 29th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000159>	"The time period encompassing the 48th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000557>	"The time period encompassing the 446th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000286>	"The time period encompassing the 175th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000515>	"The time period encompassing the 404th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000252>	"The time period encompassing the 141st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000341>	"The time period encompassing the 230th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000547>	"The time period encompassing the 436th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000613>	"The time period encompassing the 502nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000158>	"The time period encompassing the 47th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000695>	"The time period encompassing the 640th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000477>	"The time period encompassing the 366th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000112>	"The time period encompassing the 1st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/UBERON_0001062>	"Biological entity that is either an individual member of a biological species or constitutes the structural organization of an individual member of a biological species."	"MA:0000001 TAO:0100000 AAO:0010841 HAO:0000000 ZFA:0100000 FMA:62955 WBbt:0000100 UMLS:C1515976 TGMA:0001822 BFO:0000004 BILA:0000000 AEO:0000000 NCIT:C12219 XAO:0000000 EHDAA2:0002229 CARO:0000000 BIRNLEX:6"
<http://purl.obolibrary.org/obo/WBls_0000481>	"The time period encompassing the 370th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000010>	"The C. elegans life stage spanning 100-290min after first cleavage at 20 Centigrade. Proliferate from 28 cells to 421  cells. Referring to the whole period of gastrulation."	
<http://purl.obolibrary.org/obo/BFO_0000015>	"p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])"@en	
<http://purl.obolibrary.org/obo/WBls_0000539>	"The time period encompassing the 428th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000662>		
<http://purl.obolibrary.org/obo/WBls_0000022>	"A developemental life stage of the nematode Caenorhabditis elegans that occurs from egg hatching until death."	
<http://purl.obolibrary.org/obo/WBls_0000126>	"The time period encompassing the 15th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000496>	"The time period encompassing the 385th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000435>	"The time period encompassing the 324th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000467>	"The time period encompassing the 356th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000567>	"The time period encompassing the 456th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000300>	"The time period encompassing the 189th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000296>	"The time period encompassing the 185th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000488>	"The time period encompassing the 377th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000650>	"The time period encompassing the 539th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000702>	"The time period encompassing the 830th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000153>	"The time period encompassing the 42nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000087>	"Sixth cleavage of the AB lineage. Contains 68 cells."	
<http://purl.obolibrary.org/obo/WBls_0000697>	"The time period encompassing the 660th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000211>	"The time period encompassing the 100th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000387>	"The time period encompassing the 276th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000144>	"The time period encompassing the 33rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000379>	"The time period encompassing the 268th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000355>	"The time period encompassing the 244th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000012>	"The C. elegans life stage spanning 145-150 min after first cleavage at 20 Centigrade. Contains 88 cells."	
<http://purl.obolibrary.org/obo/WBls_0000409>	"The time period encompassing the 298th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000560>	"The time period encompassing the 449th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/BFO_0000017>	"A specifically dependent continuant  that inheres in continuant  entities and are not exhibited in full at every time in which it inheres in an entity or group of entities. The exhibition or actualization of a realizable entity is a particular manifestation, functioning or process that occurs under certain circumstances."@en	
<http://purl.obolibrary.org/obo/WBls_0000825>	"A life stage of the nematode Caenorhabditis elegans"	
<http://purl.obolibrary.org/obo/WBls_0000183>	"The time period encompassing the 72nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000132>	"The time period encompassing the 21st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000577>	"The time period encompassing the 466th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000278>	"The time period encompassing the 167th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000209>	"The time period encompassing the 98th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000457>	"The time period encompassing the 346th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000524>	"The time period encompassing the 413rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000310>	"The time period encompassing the 199th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000684>	"The second sub-stage of the L4 larva. The inner cells of the vulva have finished migrating and have formed toroids, but have not fused. vulC and vulF have divided and a narrow lumen has formed. At 20 Centigrade: 35.1 hours after hatching, 1.1 hours from the L3-to-L4 molt."	
<http://purl.obolibrary.org/obo/WBls_0000371>	"The time period encompassing the 260th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000527>	"The time period encompassing the 416th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000364>	"The time period encompassing the 253rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000006>	"Also called zygote. -50min till 0min of first cleavage at 20 Centigrade. Contains 1 cell."	
<http://purl.obolibrary.org/obo/WBls_0000664>	"An early stage in the life cycle of some parasitic nematodes which develops from the egg and precedes the L1 stage."	
<http://purl.obolibrary.org/obo/WBls_0000559>	"The time period encompassing the 448th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000427>	"The time period encompassing the 316th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000003>	"The whole period of embryogenesis in the nematode Caenorhabditis elegans, from the formation of an egg until hatching."	
<http://purl.obolibrary.org/obo/WBls_0000615>	"The time period encompassing the 504th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000285>	"The time period encompassing the 174th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000465>	"The time period encompassing the 354th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000654>	"The time period encompassing the 543rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000363>	"The time period encompassing the 252nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000462>	"The time period encompassing the 351st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000005>	"The C. elegans life stage spanning 0-100min after first cleavage at 20 Centigrade. Proliferate from 1 cell to 28 cells. From first cleavage until the start of gastrulation."	
<http://purl.obolibrary.org/obo/WBls_0000119>	"The time period encompassing the 8th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000121>	"The time period encompassing the 10th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000587>	"The time period encompassing the 476th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000802>	"The stage in which first stage larvae (L1) that hatch in the absence of food enter a state of developmental arrest."	
<http://purl.obolibrary.org/obo/WBls_0000447>	"The time period encompassing the 336th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000723>	"Onchocerca embryonic life stage."	
<http://purl.obolibrary.org/obo/WBls_0000709>	"A tailless cercarium of Schistosoma sp, which resides in the definitive host. After penetration and spending a few days in the skin, schistosomula migrate to the lungs and enter the systemic circulation and are carried to the mesenteric vein of the host where they mature into adult schistosomes."	
<http://purl.obolibrary.org/obo/WBls_0000535>	"The time period encompassing the 424th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000633>	"The time period encompassing the 522nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000255>	"The time period encompassing the 144th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000381>	"The time period encompassing the 270th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000295>	"The time period encompassing the 184th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000455>	"The time period encompassing the 344th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000620>	"The time period encompassing the 509th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000040>	"The stage when an animal shifts from L4 larva to adult. It includes the synthesis of new cuticle, cease of phrayngeal pumping during a lethargus stage, and the shed off of old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000180>	"The time period encompassing the 69th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000350>	"The time period encompassing the 239th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000490>	"The time period encompassing the 379th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000396>	"The time period encompassing the 285th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000246>	"The time period encompassing the 135th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000378>	"The time period encompassing the 267th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000325>	"The time period encompassing the 214th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000544>	"The time period encompassing the 433rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000644>	"The time period encompassing the 533rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000804>	"A C. elegans life stage that occurs after embryogenesis"	
<http://purl.obolibrary.org/obo/WBls_0000290>	"The time period encompassing the 179th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000437>	"The time period encompassing the 326th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000473>	"The time period encompassing the 362nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000198>	"The time period encompassing the 87th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000678>	"The stage of the Strongyloides life-cycle that occurs entirely or partially inside a host or vector organism."	
<http://purl.obolibrary.org/obo/WBls_0000287>	"The time period encompassing the 176th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000400>	"The time period encompassing the 289th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000708>	"An infectious life-cycle stage, which can infect by direct skin penetration (e.g. Schistosoma sp.) or ingestion (e.g. Fasciola sp.). Cercariae develop in and emerge from the intermediate invertebrate (snail) host. In Schistosoma sp., the cercarium attaches to the skin of the definitive host and secretes proteolytic enzymes helping it to enter into cutaneous capillary vessel; upon the penetration the cercarium sheds its tail and transforms into a schistosomulum. In Fasciola sp., cercariae encyst on vegetation as dormant metacercariae until ingestion by the definitive host."	
<http://purl.obolibrary.org/obo/WBls_0000170>	"The time period encompassing the 59th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000302>	"The time period encompassing the 191st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000464>	"The time period encompassing the 353rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000460>	"The time period encompassing the 349th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000025>	"The stage during L1-L2 molt when an animal becomes lethargic, ceases pharyngeal pumping and synthesizes new cuticle under the old."	
<http://purl.obolibrary.org/obo/WBls_0000029>	"The stage when an animal shifts from L2 larva to L3 larva. It includes the synthesis of new cuticle, cease of phrayngeal pumping during a lethargus stage, and the shed off of old cuticle."	
<http://purl.obolibrary.org/obo/IAO_0000078>	"The curation status of the term. The allowed values come from an enumerated list of predefined terms. See the specification of these instances for more detailed definitions of each enumerated value."@en	
<http://purl.obolibrary.org/obo/WBls_0000357>	"The time period encompassing the 246th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000225>	"The time period encompassing the 114th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000095>	"Proliferates from 100 cells to Lima bean stage."	
<http://purl.obolibrary.org/obo/WBls_0000200>	"The time period encompassing the 89th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000730>	"L1 larvae that develop from the microfilariae in the arthropod vector."	
<http://purl.obolibrary.org/obo/WBls_0000659>	"The time period encompassing the 548th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000117>	"The time period encompassing the 6th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000205>	"The time period encompassing the 94th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000555>	"The time period encompassing the 444th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000184>	"The time period encompassing the 73rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000055>	"The stage during L2d-L3 molt, after the brief lethargus period, when an animal sheds off old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000550>	"The time period encompassing the 439th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000256>	"The time period encompassing the 145th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000388>	"The time period encompassing the 277th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000051>	"The stage during postdauer-L4 molt, after the brief lethargus period, when an animal sheds off old cuticle."	
<http://purl.obolibrary.org/obo/WBls_0000674>	"At 20 Centigrade: 10-11 days after L4-adult molt. 13-14 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000653>	"The time period encompassing the 542nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000579>	"The time period encompassing the 468th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000463>	"The time period encompassing the 352nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000277>	"The time period encompassing the 166th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000675>	"At 20 Centigrade: 15-16 days after L4-adult molt. 18-19 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000634>	"The time period encompassing the 523rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000640>	"The time period encompassing the 529th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000451>	"The time period encompassing the 340th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000657>	"The time period encompassing the 546th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000573>	"The time period encompassing the 462nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000114>	"The time period encompassing the 3rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000649>	"The time period encompassing the 538th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000304>	"The time period encompassing the 193rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000069>	"At 20 Centigrade: 4-7 days after L4-adult molt. 7-10 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000076>	"Any Strongyloides developmental stage, including free-living and parasitic stages."	
<http://purl.obolibrary.org/obo/WBls_0000175>	"The time period encompassing the 64th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000199>	"The time period encompassing the 88th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000111>	"At 20 Centigrade: 16-18 days after L4-adult molt. 18-21 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000128>	"The time period encompassing the 17th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000008>	"The C. elegans life stage spanning 20-40min after first cleavage at 20 Centigrade.  Contains 4 cells."	
<http://purl.obolibrary.org/obo/WBls_0000390>	"The time period encompassing the 279th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000814>	"A C. elegans life stage that occurs during the gastrulating embryo life stage"	
<http://purl.obolibrary.org/obo/WBls_0000605>	"The time period encompassing the 494th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000572>	"The time period encompassing the 461st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000337>	"The time period encompassing the 226th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000425>	"The time period encompassing the 314th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000066>	"At 20 Centigrade: 72-96 hours after L4-adult molt. 6-7 days after first cleavage."	
<http://purl.obolibrary.org/obo/WBls_0000647>	"The time period encompassing the 536th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000395>	"The time period encompassing the 284th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000143>	"The time period encompassing the 32nd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000228>	"The time period encompassing the 117th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000614>	"The time period encompassing the 503rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000474>	"The time period encompassing the 363rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000161>	"The time period encompassing the 50th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000345>	"The time period encompassing the 234th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000564>	"The time period encompassing the 453rd minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000736>	"L3 larvae isolated from the insect vector and cultured in vitro for 3 days."	
<http://purl.obolibrary.org/obo/WBls_0000821>	"A C. elegans life stage that occurs during the L4 larval life stage"	
<http://purl.obolibrary.org/obo/WBls_0000207>	"The time period encompassing the 96th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000824>	"C. elegans life stage that occurs during a larval molt"	
<http://purl.obolibrary.org/obo/WBls_0000601>	"The time period encompassing the 490th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000599>	"The time period encompassing the 488th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000271>	"The time period encompassing the 160th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000415>	"The time period encompassing the 304th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000292>	"The time period encompassing the 181st minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000130>	"The time period encompassing the 19th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
<http://purl.obolibrary.org/obo/WBls_0000248>	"The time period encompassing the 137th minute post first cleavage at 20 Centigrade with respect to Sulston's lineage tree."	
